;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Código da Escola;Nome da Escola;Loclização;Unidade da Federação;Município
;;;;
;;;;
PK_COD_ENTIDADE;Nome_Escola;Localizacao;UF;Municipio
43179703;ESCOLA ESPECIAL RECANTO DO AMOR - APAE;Urbana;Rio Grande do Sul;CARLOS BARBOSA
43179711;E E E HELMUTO SIMM;Urbana;Rio Grande do Sul;HORIZONTINA
43179720;ESCOLA DE EDUCACAO ESPECIAL BRANCA DE NEVE;Urbana;Rio Grande do Sul;ERECHIM
43179738;EMEE RECANTO DA AMIZADE;Urbana;Rio Grande do Sul;CAMPINA DAS MISSOES
43179746;ESCOLA DE EDUCACAO ESPECIAL DE GETULIO VARGAS;Urbana;Rio Grande do Sul;GETULIO VARGAS
43179754;ESC ESPECIAL PEQUENO PRINCIPE;Urbana;Rio Grande do Sul;GAURAMA
43179762;EEE PEDACINHO DO CEU;Urbana;Rio Grande do Sul;GIRUA
43179770;ESCOLA ESPECIAL NOVO AMANHA;Urbana;Rio Grande do Sul;CERRO LARGO
43179789;ESCOLA DE EDUCACAO ESPECIAL RAIO DE SOL;Urbana;Rio Grande do Sul;SANTO ANGELO
43179797;EEM CONCORDIA PARA SURDOS;Urbana;Rio Grande do Sul;SANTA ROSA
43179800;ESC EDUC ESPECIAL HELEN KELLER;Urbana;Rio Grande do Sul;TRES DE MAIO
43179819;ESCOLA DE EDUCACAO ESPECIAL RAIO DE LUZ;Urbana;Rio Grande do Sul;BOA VISTA DO BURICA
43179827;EMEE SANTINO DE OLIVEIRA FERREIRA;Urbana;Rio Grande do Sul;TUPARENDI
43179835;ESC MUN ED ESP PADRE PEDRO STOELBEN;Urbana;Rio Grande do Sul;TUCUNDUVA
43179843;ASSOC PAIS AMIGOS EXCEPCIONAIS ESC STª RITA CASSIA;Urbana;Rio Grande do Sul;SANTA VITORIA DO PALMAR
43179851;ESCOLA ESPECIAL O SORRISO DE AMANHA - APAE;Urbana;Rio Grande do Sul;PASSO FUNDO
43179860;ESC EDUC ESP JOSE ALVARES DE AZEVEDO;Urbana;Rio Grande do Sul;RIO GRANDE
43179878;ASSOC PAIS AMIGOS EXCEP APAE RIO GRANDE;Urbana;Rio Grande do Sul;RIO GRANDE
43179886;ESC ESP PARTIC JOAO ALFREDO DE AZEVEDO;Urbana;Rio Grande do Sul;PORTO ALEGRE
43179894;ESC EDUC ESPECIAL CAIO CESAR BELTRAO TETTAMANZY;Urbana;Rio Grande do Sul;SANT ANA DO LIVRAMENTO
43179908;ESC MUN ESP RAIO DE SOL;Urbana;Rio Grande do Sul;CACEQUI
43179916;ESC I GRAU INC P EDUC ESP APAESG;Urbana;Rio Grande do Sul;SAO GABRIEL
43179924;ESC EDUC ESP DR JONAS SALK;Urbana;Rio Grande do Sul;QUARAI
43179932;ESC MUN EDUC ESPECIAL NOSSA SENHORA DAS GRACAS;Urbana;Rio Grande do Sul;SAO GABRIEL
43179940;ESCOLA ESPECIAL DR JOSE ANTUNES;Urbana;Rio Grande do Sul;ROSARIO DO SUL
43179959;ESC DE EDUCACAO ESPECIAL CAMINHO DA LUZ;Urbana;Rio Grande do Sul;BAGE
43179967;ESCOLA DE EDUCACAO ESPECIAL RECANTO FELIZ;Urbana;Rio Grande do Sul;PALMEIRA DAS MISSOES
43179975;ESC DE EDUC ESPECIAL FREDERICO WESTPHALEN;Urbana;Rio Grande do Sul;FREDERICO WESTPHALEN
43179983;ESCOLA ESPECIAL DR OSCAR CARNEIRO DA FONTOURA;Urbana;Rio Grande do Sul;DOM PEDRITO
43180000;APAE - PINHEIRO MACHADO;Urbana;Rio Grande do Sul;PINHEIRO MACHADO
43180019;ESCOLA DE EDUCACAO ESPECIAL DE PALMITINHO;Urbana;Rio Grande do Sul;PALMITINHO
43180027;ESC DE EDUC ESP RAPHAEL PIRES DOS SANTOS;Urbana;Rio Grande do Sul;CAMAQUA
43180035;APAES MEU NOME E VIDA;Urbana;Rio Grande do Sul;CORONEL BICACO
43180043;APAE - GUAIBA;Urbana;Rio Grande do Sul;GUAIBA
43180051;APAES LAR DO CARINHO;Urbana;Rio Grande do Sul;CRISSIUMAL
43180060;ESC ED ESP SAO FRANCISCO DE ASSIS;Urbana;Rio Grande do Sul;TRES PASSOS
43180078;ESC EDUC ESPEC SANTA RITA DE CASSIA;Urbana;Rio Grande do Sul;CHARQUEADAS
43180086;ESC DE EDUC ESP BEM ME QUER;Urbana;Rio Grande do Sul;SANTO AUGUSTO
43180094;APAE NOSSA SENHORA IMACULADA CONCEICAO;Urbana;Rio Grande do Sul;BARRA DO RIBEIRO
43180108;ESC DE EDUC ESP RECANTO DO AMOR;Urbana;Rio Grande do Sul;HUMAITA
43180116;ESC DE EDUC ESP CANTINHO DO AMOR;Urbana;Rio Grande do Sul;SAO MARTINHO
43180124;APAES APAE - TAPES;Urbana;Rio Grande do Sul;TAPES
43180132;APAE RECANTO DA ALEGRIA;Urbana;Rio Grande do Sul;TENENTE PORTELA
43180140;ESCOLA ESPECIAL PROFESSOR ALFREDO DUB;Urbana;Rio Grande do Sul;PELOTAS
43180159;APAE ARROIO DOS RATOS;Urbana;Rio Grande do Sul;ARROIO DOS RATOS
43180167;ESCOLA ESPECIAL GENTE COMO A GENTE;Urbana;Rio Grande do Sul;SERAFINA CORREA
43180175;APAE - ESC ESP SOL NASCENTE;Urbana;Rio Grande do Sul;SANTO ANTONIO DAS MISSOES
43180183;ESCOLA DE EDUCACAO ESPECIAL RECANTO ALEGRE;Urbana;Rio Grande do Sul;TORRES
43180191;ESCOLA DE EDUCACAO ESPECIAL JOAO DE BARRO;Urbana;Rio Grande do Sul;TRES CACHOEIRAS
43180205;ESCOLA DE EDUCACAO ESPECIAL TIA DIULMA - APAE DE TRAMANDAI;Urbana;Rio Grande do Sul;TRAMANDAI
43180221;ESCOLA DE EDUCACAO ESPECIAL PICA PAU AMARELO;Urbana;Rio Grande do Sul;SANTO ANTONIO DA PATRULHA
43180230;ESCOLA DE EDUCACAO ESPECIAL VO EUGENIA;Urbana;Rio Grande do Sul;OSORIO
43180248;ESCOLA ESPECIAL DE NOVO HAMBURGO;Urbana;Rio Grande do Sul;NOVO HAMBURGO
43180256;APAE - DOIS IRMAOS;Urbana;Rio Grande do Sul;DOIS IRMAOS
43180264;ESC ESPECIAL ED INF E ENS FUND INC RECANTO DE LUZ;Urbana;Rio Grande do Sul;CAMPO BOM
43180272;APAE-ESC DE EDUC ESPECIAL RECANTO ESPERANCA;Urbana;Rio Grande do Sul;SAPIRANGA
43180280;APAE - RENASCER;Urbana;Rio Grande do Sul;SAO SEBASTIAO DO CAI
43180299;ESCOLA ESPECIAL ALEGRIA DE VIVER;Urbana;Rio Grande do Sul;SAO LEOPOLDO
43180302;ESCOLA DE EDUCACAO ESPECIAL NOSSA SENHORA MEDIANEIRA;Urbana;Rio Grande do Sul;MONTENEGRO
43180310;ESCOLA ESPECIAL PROFESSORA CASSANDRA FRITSCHER;Urbana;Rio Grande do Sul;TAQUARA
43180329;E M E E EDUARDO KRUMMENAUER;Urbana;Rio Grande do Sul;TRES COROAS
43180337;APAE - IVOTI;Urbana;Rio Grande do Sul;IVOTI
43180345;ESCOLA ESPECIAL RECANTO DA ESPERANCA;Urbana;Rio Grande do Sul;ESTANCIA VELHA
43180353;ESCOLA DE EDUCACAO ESPECIAL UM SORRISO A MAIS;Urbana;Rio Grande do Sul;FELIZ
43180361;ESCOLA MUNICIPAL DE EDUCACAO ESPECIAL RODOLFO SCHLIEPER;Urbana;Rio Grande do Sul;CANELA
43180370;ESC MUN ED ESP DR ANGELO ATHANASIO;Urbana;Rio Grande do Sul;SAO FRANCISCO DE PAULA
43180388;ESCOLA DE EDUCACAO ESPECIAL SANTA RITA DE CASSIA;Urbana;Rio Grande do Sul;ANTONIO PRADO
43180396;ESCOLA ESPECIAL DR HENRIQUE ORDOVAS FILHO;Urbana;Rio Grande do Sul;CAXIAS DO SUL
43180400;APAE ESCOLA DE EDUCACAO ESPECIAL RAIO DE LUZ;Urbana;Rio Grande do Sul;IGREJINHA
43180418;APAES ESCOLA DE EDUCACAO ESPECIAL SOL NASCENTE;Urbana;Rio Grande do Sul;NOVA PETROPOLIS
43180426;ESCOLA DE EDUCACAO ESPECIAL RAIO DE SOL - APAE SAO MARCOS;Urbana;Rio Grande do Sul;SAO MARCOS
43180434;ESC MUN EDUCACAO ESPECIAL MARIO BERTOLUCI;Urbana;Rio Grande do Sul;GRAMADO
43180442;ESCOLA DE EDUCACAO ESPECIAL SOL NASCENTE;Urbana;Rio Grande do Sul;FARROUPILHA
43180450;ESCOLA DE EDUCACAO ESPECIAL DR HENRIQUE ORDOVAS;Urbana;Rio Grande do Sul;FLORES DA CUNHA
43180477;ESCOLA DE EDUCACAO ESPECIAL REINO DA CRIANCA;Urbana;Rio Grande do Sul;BOM RETIRO DO SUL
43180485;APAE - PIRATINI;Urbana;Rio Grande do Sul;PIRATINI
43180493;ESCOLA ESPECIAL EDUARDO HENRIQUE PAIAS MESSON;Urbana;Rio Grande do Sul;ARROIO GRANDE
43180507;ESCOLA ESPECIAL JOSE LUIZ PIUMA;Urbana;Rio Grande do Sul;JAGUARAO
43180515;ESCOLA ESPECIAL NOVOS HORIZONTES;Urbana;Rio Grande do Sul;TRIUNFO
43180523;ESC DE ENS MEDIO PARA SURDOS PROFª LILIA MAZERON;Urbana;Rio Grande do Sul;PORTO ALEGRE
43180604;ESCOLA DE ENSINO FUNDAMENTAL CRIANCA E COMPANHIA;Urbana;Rio Grande do Sul;SANTO ANGELO
43180647;ESC EST DE ENSINO FUND NO BAIRRO SANTO AFONSO;Urbana;Rio Grande do Sul;NOVO HAMBURGO
43180655;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NOSSA SENHORA DA GLORIA;Urbana;Rio Grande do Sul;SINIMBU
43180671;ESC EST ENS MEDIO PATRULHENSE;Urbana;Rio Grande do Sul;SANTO ANTONIO DA PATRULHA
43180680;ESC MUN ENS FUN BOM PASTOR;Urbana;Rio Grande do Sul;NOVA PETROPOLIS
43180698;ESCOLA DE ENSINO MEDIO DORA DIMER;Urbana;Rio Grande do Sul;GRAVATAI
43180701;ESC DE ENSINO FUNDAMENTAL FUNDACAO FUTURO;Urbana;Rio Grande do Sul;GRAVATAI
43180710;CRESCER E CONHECER -ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Rio Grande do Sul;VIAMAO
43180728;ESC EST ENS FUND TOM JOBIM;Urbana;Rio Grande do Sul;PORTO ALEGRE
43180736;ESC ENS FUND INTERATIVA;Urbana;Rio Grande do Sul;FLORES DA CUNHA
43180744;ESCOLA ADVENTISTA DE ENSINO FUND DE CAXIAS DO SUL;Urbana;Rio Grande do Sul;CAXIAS DO SUL
43180760;ESC MARISTA DE ENS FUND SANTA MARTA;Urbana;Rio Grande do Sul;SANTA MARIA
43180779;EEEF ANTONIO CONSELHEIRO;Urbana;Rio Grande do Sul;NOVO HAMBURGO
43180787;ESC EST ENS FUN ALVINO HENRIQUE WEBER;Urbana;Rio Grande do Sul;NOVO HAMBURGO
43180795;ESC EST ENS FUN KURT WALZER;Urbana;Rio Grande do Sul;NOVO HAMBURGO
43180809;ESCOLA DE ENSINO FUNDAMENTAL PEQUENO REBANHO;Rural;Rio Grande do Sul;GRAVATAI
43180817;ESC DE ENS FUNDAMENTAL SANTA ISABEL;Urbana;Rio Grande do Sul;VIAMAO
43180825;ESC DE ENS MEDIO UNIENSINO;Urbana;Rio Grande do Sul;VIAMAO
43180833;ESC MUN ENS FUN CARLOS GOMES;Urbana;Rio Grande do Sul;MARQUES DE SOUZA
43180841;ESC MUN ENS FUN IPIRANGA;Urbana;Rio Grande do Sul;COLINAS
43180850;ESC MUN ENS FUN PATRICIO DIAS FERREIRA;Urbana;Rio Grande do Sul;CACAPAVA DO SUL
43180868;ESC MUN ENS FUN VILA SCHMIDT;Urbana;Rio Grande do Sul;WESTFALIA
43180876;ESC MUN ENS FUN ROBERTO MADUREIRA BURNS;Urbana;Rio Grande do Sul;BAGE
43180884;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SONHO MEU;Urbana;Rio Grande do Sul;BOSSOROCA
43180892;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SANTO ANTONIO;Urbana;Rio Grande do Sul;SANTO ANTONIO DAS MISSOES
43180906;ESC MUN ENS FUN AFONSO CELSO;Rural;Rio Grande do Sul;ARROIO DO MEIO
43180914;ESC MUN ENS FUN GETULIO VARGAS;Rural;Rio Grande do Sul;ARROIO DO MEIO
43180922;EMEF SAO CAETANO;Urbana;Rio Grande do Sul;ARROIO DO MEIO
43180930;ESC MUN ENS FUN PROFESSOR ARLINDO BACK;Urbana;Rio Grande do Sul;ARROIO DO MEIO
43180949;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE BONIFACIO;Urbana;Rio Grande do Sul;ESTRELA
43180957;EMEF CORONEL SEBASTIAO ROCHA;Urbana;Rio Grande do Sul;PASSO FUNDO
43180965;ESC ENS MEDIO GARRA;Urbana;Rio Grande do Sul;PASSO FUNDO
43180973;ESC MUN DE EDUCACAO INFANTIL MUNDO MAGICO;Urbana;Rio Grande do Sul;GENTIL
43180981;ESC DE ENS FUND VIDA;Urbana;Rio Grande do Sul;ALEGRETE
43181007;ESC MUN ENS FUN NEMTALA KALIL;Rural;Rio Grande do Sul;TAPES
43181023;ESCOLA TECNICA DIMENSAO;Urbana;Rio Grande do Sul;CHARQUEADAS
43181031;ESCOLA DE ENSINO MEDIO PROFESSOR IVAN ALCIDES DIAS;Urbana;Rio Grande do Sul;CAMAQUA
43181040;INSTITUTO EDUCACIONAL DIMENSAO LTDA;Urbana;Rio Grande do Sul;GUAIBA
43181066;ESC DE ENS MED PADRE REUS - CANOAS;Urbana;Rio Grande do Sul;CANOAS
43181074;UNIDADE DE ENSINO ULBRA;Urbana;Rio Grande do Sul;CANOAS
43181082;EMEI PROFESSORA DIVA MARIA SABEDOTTI FORNARI;Urbana;Rio Grande do Sul;ARVOREZINHA
43181090;ESC MUN ENS FUN SAO JOAO BATISTA;Rural;Rio Grande do Sul;PASSA SETE
43181104;EMEI PEQUENO POLEGAR;Urbana;Rio Grande do Sul;QUARAI
43181112;EMEI OSMAR DOS SANTOS FREITAS;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181120;ESC DE ENS FUND RUBENS MACEDO GARCIA;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181139;ESC ENS FUND SAO FRANCISCO - SANTA FE;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181147;ESC NEO-HUMANISTA DE ENS FUND ANANDA MARGA;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181155;ESC DE ENS FUND CRISTA DA BRASA;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181163;ESC MUN ENS FUND NOVA PETROPOLIS - 1 A 4 SERIE;Urbana;Rio Grande do Sul;ALVORADA
43181171;ESC MAT E J INF CASINHA DA TURMA DA MONICA;Urbana;Rio Grande do Sul;NAO-ME-TOQUE
43181180;SOCIEDADE DE AMPARO A INFANCIA CARAZINHENSE;Urbana;Rio Grande do Sul;CARAZINHO
43181198;CENTRO DE APOIO CONCEICAO;Urbana;Rio Grande do Sul;CARAZINHO
43181201;ESCOLA DE EDUCACAO INFANTIL PEQUENO COMERCIARIO;Urbana;Rio Grande do Sul;CARAZINHO
43181228;ESC MUN ED INFA PADRE GILDO;Urbana;Rio Grande do Sul;CARAZINHO
43181252;ESC MUN ENS FUN PATRONATO SANTO ANTONIO;Urbana;Rio Grande do Sul;CARAZINHO
43181260;ESC MUN ED INF DR ATAIDES CONCEICAO OSORIO;Urbana;Rio Grande do Sul;CARAZINHO
43181279;ESC MUN ED INFA SAO LUCAS;Urbana;Rio Grande do Sul;CARAZINHO
43181309;ESC DE ENS FUND SINGULAR;Urbana;Rio Grande do Sul;GRAVATAI
43181317;NUCL ES ED JOV E ADUL CUL POP JULIETA V BALESTRO;Urbana;Rio Grande do Sul;PASSO FUNDO
43181325;ESCOLA DE EDUCACAO ESPECIAL INTEGRACAO;Urbana;Rio Grande do Sul;VIAMAO
43181333;QI ESCOLAS E FACULDADES LTDA;Urbana;Rio Grande do Sul;GRAVATAI
43181341;ESC MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR LEAO WARREN;Urbana;Rio Grande do Sul;ROSARIO DO SUL
43181350;EMEI VO ADELIA;Urbana;Rio Grande do Sul;SARANDI
43181368;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VO ANA PRESTES;Urbana;Rio Grande do Sul;SARANDI
43181376;EMEI PAULO FREIRE;Urbana;Rio Grande do Sul;PORTO ALEGRE
43181384;EEF EVOLUCAO;Urbana;Rio Grande do Sul;VERANOPOLIS
43181414;COLEGIO MUTIRAO OBJETIVO;Urbana;Rio Grande do Sul;BENTO GONCALVES
43181422;INSTITUTO DE EDUCACAO JOSUE DE CASTRO;Urbana;Rio Grande do Sul;VERANOPOLIS
43181430;ESC MUN ENS FUN MARIA EDILA DA SILVA SCHMIDT;Urbana;Rio Grande do Sul;SAO LEOPOLDO
43181457;ESCOLA TECNICA SANTA CLARA;Urbana;Rio Grande do Sul;SANTA MARIA
43181465;COLEGIO ERICO VERISSIMO;Urbana;Rio Grande do Sul;VENANCIO AIRES
43181481;EMEI TICO-TICO;Urbana;Rio Grande do Sul;CAMPO BOM
43181490;EMEI PAULISTINHA;Urbana;Rio Grande do Sul;CAMPO BOM
43181503;EMEI PASTOR WALDEMAR RAMAO;Urbana;Rio Grande do Sul;CAMPO BOM
43181511;EMEI AMIGUINHO;Urbana;Rio Grande do Sul;CAMPO BOM
43181520;EMEI PRINCESINHA;Rural;Rio Grande do Sul;CAMPO BOM
43181538;EMEI ESTRELINHA AZUL;Urbana;Rio Grande do Sul;CAMPO BOM
43181546;EMEI CHAPEUZINHO VERMELHO;Urbana;Rio Grande do Sul;CAMPO BOM
43181554;EMEI AMARELINHA;Urbana;Rio Grande do Sul;CAMPO BOM
43181562;EMEI SEMPRE VIVA;Urbana;Rio Grande do Sul;CAMPO BOM
43181570;ESC MUN EDUC INF CEBOLINHA;Urbana;Rio Grande do Sul;CAMPO BOM
43181589;EMEI CASINHA DA ALEGRIA;Urbana;Rio Grande do Sul;CAMPO BOM
43181597;EMEI DEDINHO DE OURO;Urbana;Rio Grande do Sul;CAMPO BOM
43181600;EMEI SEMPRE UNIDOS;Urbana;Rio Grande do Sul;CAMPO BOM
43181619;EMEI ARCO-IRIS;Urbana;Rio Grande do Sul;CAMPO BOM
43181627;EMEI CASA DA CRIANCA;Urbana;Rio Grande do Sul;CAMPO BOM
43181635;EMEI GUILHERMINA BLOS;Urbana;Rio Grande do Sul;CAMPO BOM
43181643;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALFREDO SPIER;Urbana;Rio Grande do Sul;FELIZ
43181651;EMEF ALBINO ZIMPEL;Rural;Rio Grande do Sul;NOVA HARTZ
43181660;EMEF IMIGRANTE;Urbana;Rio Grande do Sul;NOVA HARTZ
43181686;ESC MUN ENS FUN PADRE ANTONIO MICHELS;Urbana;Rio Grande do Sul;SAO MARTINHO
43181694;ESC DE ENS MEDIO UNIVER CACH EDUC JOVENS ADULT;Urbana;Rio Grande do Sul;CACHOEIRINHA
43181708;EMEF MARTINHO LUTERO;Rural;Rio Grande do Sul;TRES DE MAIO
43181716;EMEF SAO JOSE;Urbana;Rio Grande do Sul;BOA VISTA DO BURICA
43181732;EMEI CRIANCA FELIZ;Urbana;Rio Grande do Sul;SANTA CRUZ DO SUL
43181740;ESC MUN ED INFANTIL MARGARIDINHA;Urbana;Rio Grande do Sul;SALVADOR DO SUL
43181759;ESC EST ENS FUN PAULO FREIRE;Urbana;Rio Grande do Sul;CAXIAS DO SUL
43181767;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ;Urbana;Rio Grande do Sul;CENTENARIO
43181775;ESC MUN DE EDUC INFANTIL PINGO DE GENTE;Urbana;Rio Grande do Sul;CAMPINAS DO SUL
43181783;ESC MUN ENS FUN LAGO AZUL;Rural;Rio Grande do Sul;PEDRAS ALTAS
43181791;ESC MUN ENS FUN FAZENDA NOVA;Rural;Rio Grande do Sul;HERVAL
43181805;ESC DE ED INFAN EDGAR DUTRA LISBOA;Urbana;Rio Grande do Sul;ARROIO GRANDE
43181813;ESC MUN ENS FUN NEUZA BRIZOLA;Rural;Rio Grande do Sul;PEDRAS ALTAS
43181830;ESC MUN ED INFA PROFESSORA RUTH BLANK;Urbana;Rio Grande do Sul;PELOTAS
43181848;ESC MUN ED INFA GENTE MIUDA;Urbana;Rio Grande do Sul;PIRATINI
43181856;ESC MUN ED INFA RECANTO INFANTIL;Urbana;Rio Grande do Sul;PIRATINI
43181864;ESC MUN ED INFA MEU LAR;Urbana;Rio Grande do Sul;PIRATINI
43181872;ESC MUN ENS FUN PROFª AZIDIA DOS SANTOS CAPEL;Urbana;Rio Grande do Sul;SAO VALENTIM
43181880;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL RISINHO;Urbana;Rio Grande do Sul;ENTRE RIOS DO SUL
43181902;ESC MUN ENS FUN JOAO PADILHA DO NASCIMENTO;Urbana;Rio Grande do Sul;TRES PASSOS
43181910;ESC MUN EDUC INF SAO FRANCISCO DE ASSIS;Rural;Rio Grande do Sul;TORRES
43181929;ESC MUN EDUC INF SALINA;Urbana;Rio Grande do Sul;TORRES
43181937;ESC MUN EDUC INF STAN;Urbana;Rio Grande do Sul;TORRES
43181945;ESC EDUC INF PROF SADI PIPET DE OLIVEIRA;Urbana;Rio Grande do Sul;TORRES
43181953;E M DO ENS FUND INACIO JOSE CARDOSO;Rural;Rio Grande do Sul;TRES FORQUILHAS
43181961;ESC MUN EDUC INF ALCINO PEDRO RODRIGUES;Urbana;Rio Grande do Sul;TORRES
43181970;ESC MUN ENS FUN ROTERMUND;Urbana;Rio Grande do Sul;CRISSIUMAL
43181996;ESC MUN ENS FUN VALDEMAR SCHERIDON DE MORAES;Rural;Rio Grande do Sul;SAO JOSE DO NORTE
43182011;ESC EDUC ESP MENINO JESUS DE PRAGA - APAE;Urbana;Rio Grande do Sul;CAMPO NOVO
43182020;ESCOLA DE EDUCACAO ESPECIAL CRISALIDA;Urbana;Rio Grande do Sul;TEUTONIA
43182046;ESC DE EDUC ESP BEM ME QUER - APAE;Urbana;Rio Grande do Sul;IBIRAIARAS
43182062;APAE - SAO LOURENCO DO SUL;Urbana;Rio Grande do Sul;SAO LOURENCO DO SUL
43182119;ESCOLA TECNICA FACCENTRO CRUZ ALTA;Urbana;Rio Grande do Sul;CRUZ ALTA
43182127;ESC EST DE ENS MED BAIRRO DO PARQUE;Urbana;Rio Grande do Sul;ESTEIO
43182135;ESC EST ENS MED DYONELIO MACHADO;Urbana;Rio Grande do Sul;ESTEIO
43182143;INSTITUTO ESTADUAL PARQUE DO TRABALHADOR;Urbana;Rio Grande do Sul;SAO LEOPOLDO
43182151;ESC MUN EDUC INFANTIL VO OLGA;Urbana;Rio Grande do Sul;MATO LEITAO
43182160;ESCOLA DE ENSINO FUNDAMENTAL ST PATRICK;Urbana;Rio Grande do Sul;PASSO FUNDO
43182178;ESCOLA DE FORMACAO PROFISSIONAL ACM PASSO FUNDO;Urbana;Rio Grande do Sul;PASSO FUNDO
43182186;COLEGIO GUSTAVO VIEIRA DE BRITO;Urbana;Rio Grande do Sul;VACARIA
43182194;COLEGIO SAINT GERMAIN;Urbana;Rio Grande do Sul;SAPUCAIA DO SUL
43182208;TEC BRASIL ESCOLA DE EDUCACAO PROFISSIONAL;Urbana;Rio Grande do Sul;CAXIAS DO SUL
43182216;ESC MUNICIPAL DE EDUCACAO INFANTIL ZENITH HEINZE;Urbana;Rio Grande do Sul;CANDELARIA
43182232;ESC DE ENS FUND PRADO JUNIOR;Urbana;Rio Grande do Sul;PORTO ALEGRE
43182259;ESC EDUC PROF MAN AERON OTTO E MEYER;Urbana;Rio Grande do Sul;PORTO ALEGRE
43182275;INS EDUC DEFINITIVO ESC DE ENS MEDIO DEFINITIVO EJA;Urbana;Rio Grande do Sul;PORTO ALEGRE
43182313;ESC MUN ED INF ZULMIRA NERY DA SILVA;Urbana;Rio Grande do Sul;ESMERALDA
43182321;CREC MUN PEQUENO PRINCIPE;Urbana;Rio Grande do Sul;CHIAPETTA
43182330;ESC MUN ENS FUN IGLESIAS MINOSSO RIBEIRO;Urbana;Rio Grande do Sul;CAPAO DA CANOA
43182348;EMEI TIA CLARA;Urbana;Rio Grande do Sul;CERRO BRANCO
43182356;EMEI CHUQUINHA;Urbana;Rio Grande do Sul;SEGREDO
43182364;EMEI TIA ANTONINHA;Rural;Rio Grande do Sul;SEGREDO
43182372;EMEI IRMAO PEDRO;Urbana;Rio Grande do Sul;CACHOEIRA DO SUL
43182380;EMEI APCRIM;Urbana;Rio Grande do Sul;CACHOEIRA DO SUL
43182399;ESC MUN DE EDU INF CANTINHO DA CRIANCA;Urbana;Rio Grande do Sul;SANTANA DA BOA VISTA
43182402;ESC MUN ED INFA LAR DOCE LAR;Rural;Rio Grande do Sul;SAO JOAO DA URTIGA
43182410;ESC MUN ED INFA ARCO-IRIS;Urbana;Rio Grande do Sul;JACUTINGA
43182429;EMEI NOSSA SENHORA DOS ANJOS;Urbana;Rio Grande do Sul;GRAVATAI
43182437;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL FAVO DE MEL;Urbana;Rio Grande do Sul;GRAVATAI
43182445;EMEI BEM-ME-QUER;Urbana;Rio Grande do Sul;GRAVATAI
43182453;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ONIVA DE MOURA BRIZOLA;Urbana;Rio Grande do Sul;GRAVATAI
43182461;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MUNDO DE ZACARIAS;Urbana;Rio Grande do Sul;GRAVATAI
43182470;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL RAIO DE SOL;Urbana;Rio Grande do Sul;GRAVATAI
43182488;ESC MUN ENS FUN PAULO FREIRE;Urbana;Rio Grande do Sul;ALVORADA
43182496;EMEI NOSSA SENHORA DE FATIMA;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182500;EMEI MARIA DA GLORIA RODRIGUES;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182518;EMEI CRIANCA FELIZ;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182526;EMEI MENINO JESUS;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182534;EMEI CHAPEUZINHO VERMELHO;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182542;EMEI FADA MADRINHA;Urbana;Rio Grande do Sul;CACHOEIRINHA
43182550;EMEF FRANCISCA CERUTTI;Urbana;Rio Grande do Sul;TAPERA
43182569;EMEI CRIANCA FELIZ;Urbana;Rio Grande do Sul;TAPERA
43182577;ESC MUN ED INFA SEMENTINHA DO AMOR;Urbana;Rio Grande do Sul;ESPUMOSO
43182585;ESC MUN ED INFANTIL CRIANCA ESPERANCA;Urbana;Rio Grande do Sul;ESPUMOSO
43182593;ESC MUN ED INFA CRIANCA FELIZ;Urbana;Rio Grande do Sul;ESPUMOSO
43182607;ESC MUN ED INFA ALDA ALZIRA BRESOLIN ROTTA;Urbana;Rio Grande do Sul;ESPUMOSO
43182615;ESC MUN ED INFA MEUS PRIMEIROS PASSOS;Urbana;Rio Grande do Sul;SAO JOSE DO HERVAL
43182623;ESC MUN DE EDUC INFANTIL ARCO-IRIS;Urbana;Rio Grande do Sul;DEZESSEIS DE NOVEMBRO
43182631;EMEI PINGO DE GENTE;Urbana;Rio Grande do Sul;IBARAMA
