;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Código da Escola;Nome da Escola;Loclização;Unidade da Federação;Município
;;;;
;;;;
PK_COD_ENTIDADE;Nome_Escola;Localizacao;UF;Municipio
41368517;PEQUENO PRINCIPE C M E I;Urbana;Paraná;ITAUNA DO SUL
41368525;MARIA DE FATIMA S MAZZI E M PROFA EF;Urbana;Paraná;ITAUNA DO SUL
41368533;JOSE IGNACIO NETO C M E I;Urbana;Paraná;APUCARANA
41368541;JANDIRA G SCARPELINI C M E I;Urbana;Paraná;APUCARANA
41368550;JOSA RIBEIRO C M E I;Urbana;Paraná;APUCARANA
41368568;LUIS ANIBAL MATIUZZI C M E I;Urbana;Paraná;APUCARANA
41368576;MIGUEL MORENO C M E I;Urbana;Paraná;APUCARANA
41368584;MARIA DE NAZARE C M E I;Urbana;Paraná;APUCARANA
41368592;OLIVIO FERNANDES C M E I;Urbana;Paraná;APUCARANA
41368606;SERAFIM COLOMBO C M E I;Urbana;Paraná;APUCARANA
41368614;SOL NASCENTE C M E I;Urbana;Paraná;APUCARANA
41368622;VILA NOVA C M E I;Urbana;Paraná;APUCARANA
41368630;UM LUGAR AO SOL CAIC CENTRO EDUCACIONAL;Urbana;Paraná;APUCARANA
41368649;PRESBITERIANO CHAMBERLAIN - COLEGIO;Urbana;Paraná;APUCARANA
41368657;INSTITUTO DE PROMOCAO HUMANA DO PARANA;Urbana;Paraná;APUCARANA
41368665;AMAS-ASSOC MENONITA DE ASSIST SOCIAL;Urbana;Paraná;PALMEIRA
41368673;LAR SAO FCO ASSIS - ASSOCIACAO ASSISTENCIAL DE GUAIRA;Urbana;Paraná;GUAIRA
41368681;JOSE DARCISIO VAIN C M E I;Urbana;Paraná;GUAIRA
41368690;TEREZINHA DA SILVA E SOUZA C M E I PROF;Urbana;Paraná;GUAIRA
41368703;LUIZ VENANCIO DA SILVA JUNIOR C M E I;Urbana;Paraná;GUAIRA
41368711;SAO FRANCISCO C M E I;Urbana;Paraná;GUAIRA
41368746;NONA CATARINA MARIA C M E I;Urbana;Paraná;SALTO DO LONTRA
41368754;RAUL MARTINS E DR EI EF MOD ED ESP;Urbana;Paraná;SAO JORGE DO IVAI
41368762;MENINO JESUS CTRO MUL EDUC INF;Urbana;Paraná;SAO JORGE DO IVAI
41368770;MARIA VILLA DE CARVALHO C M E I;Urbana;Paraná;MARUMBI
41368789;CENTRO DE EDUCACAO INFANTIL CAMINHOS DE LUZ;Urbana;Paraná;CAMBARA
41368797;MUNDO FELIZ C M E I;Urbana;Paraná;CAMBARA
41368800;CASA DA CRIANCA DE CAMBARA;Urbana;Paraná;CAMBARA
41368819;CENTRO DE EDUCACAO INFANTIL BOM JESUS;Urbana;Paraná;CAMBARA
41368827;NOSSO SONHO C M E I;Urbana;Paraná;MARMELEIRO
41368835;PEQUENO PRINCIPE CENTRO MUL DE EDUC INFANTIL;Rural;Paraná;RIBEIRAO DO PINHAL
41368851;MEU PEQUENO MUNDO C M E I;Rural;Paraná;SANTA MARIA DO OESTE
41368878;MARIA WARD C M E I;Urbana;Paraná;SANTA MARIA DO OESTE
41368894;UNIVERSITAS C EI EF M;Urbana;Paraná;RIBEIRAO DO PINHAL
41368908;CENTRO DE EDUCACAO INFANTIL CANTINHO DA AMIZADE;Urbana;Paraná;RIBEIRAO DO PINHAL
41368916;WENCESLAU WIKTOR C M E I;Urbana;Paraná;RIBEIRAO DO PINHAL
41368932;SAO CRISTOVAO E M EI EF;Urbana;Paraná;PATO BRANCO
41368940;JARDIM PRIMAVERA E M EI EF;Urbana;Paraná;PATO BRANCO
41368959;AYRTON SENNA E M EI EF;Urbana;Paraná;PATO BRANCO
41368967;PEQUENO PRINCIPE E M EI EF;Urbana;Paraná;PATO BRANCO
41368975;GENESIS E M EI EF;Urbana;Paraná;PATO BRANCO
41368991;ANTONIO P MACHADO C M E I PROF;Urbana;Paraná;SANTA FE
41369009;PARAISO DA CRIANCA CENTRO MUN EDUC INF;Urbana;Paraná;SANTA FE
41369017;JOSE CLARIMUNDO FILHO E R M EI EF;Rural;Paraná;JARDIM ALEGRE
41369025;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PAPA JOAO PAULO II;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369033;CANTINHO DO CEU C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369041;CRIANCA FELIZ C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369050;CENTRO MUNICIPAL DE EDUCACAO INFANTIL COMECINHO DE VIDA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369068;APPS DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOCE ACONCHEGO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369076;JOANA RAZ DE CASTRO C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369084;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JULIA PALLU ZEN;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369092;LEONE DECIMO DAL NEGRO C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369106;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LUIZ STOCCO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369114;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARI SILVA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369122;CENTRO MUNICIPAL DE EDUCACAO INFANTIL NAIR MAFALDA ZANIOLO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369130;MARIA SCANHUSSO VIDOLIM C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369149;SOSSEGO DA MAMAE C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369157;OTILIA TEIXEIRA PINTO C M E I;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369165;CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIO JOAO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369173;CENTRO MUNICIPAL EDUCACAO INFANTIL VOVO ROZARIA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369181;CENTRO MUNICIPAL DE EDUCACAO INFANTIL RECANTO DE GENTE MIUDA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369190;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LUIZA POSSEBOM TOZZO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369203;ESCOLA PEQUENO CIDADAO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369211;FILADELFIA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369238;EVOLUIR SOCIEDADE EDUCACIONAL SC LTDA;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369270;AMBROSIA SABATOVICH C R E IR EF M;Rural;Paraná;SAO JOSE DOS PINHAIS
41369297;APOLONIA BACK C M E I;Urbana;Paraná;PALMITAL
41369300;ASSUNTA C M E I IR;Urbana;Paraná;PALMITAL
41369335;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTO ANTONIO;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369343;ESCOLA COLISEU EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369351;ANJO DA GUARDA ESC EDUC INF ENS FUND;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369360;ANNELIESE KRIGSNER CTRO EDUC INF;Urbana;Paraná;SAO JOSE DOS PINHAIS
41369378;CLANDIRA N DE OLIVEIRA C M E I;Urbana;Paraná;PALMITAL
41369386;ALBERT SABIN E EI EF MOD ED ESP;Urbana;Paraná;PALMITAL
41369394;NOVO MILENIO E ED INF ENS FUND;Urbana;Paraná;RIBEIRAO CLARO
41369408;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA BAGGIO;Urbana;Paraná;RIBEIRAO CLARO
41369416;ARCO IRIS E EI EF;Urbana;Paraná;SANTO ANTONIO DA PLATINA
41369424;CENTRO MUNICIPAL DE EDUCACAO INFANTIL AVENIDA;Urbana;Paraná;SANTO ANTONIO DA PLATINA
41369432;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAO GABRIEL;Urbana;Paraná;SANTO ANTONIO DA PLATINA
41369440;CASA DA CRIANCA RECANTO FELIZ;Urbana;Paraná;SANTO ANTONIO DA PLATINA
41369459;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MONTE REAL;Rural;Paraná;SANTO ANTONIO DA PLATINA
41369467;CENTRO MUNICIPAL DE EDUCACAO INFANTIL GENTE MIUDA;Urbana;Paraná;SANTO ANTONIO DA PLATINA
41369475;MARIA EUGENIA DE C LEJAMBRE E E DO C EF;Rural;Paraná;IMBITUVA
41369483;ESPACO DE VIDA C M E I;Urbana;Paraná;IMBITUVA
41369491;ALGODAO DOCE C M E I;Urbana;Paraná;IMBITUVA
41369505;ESTRELA GUIA C M E I;Urbana;Paraná;IMBITUVA
41369513;TOMAZINA C M E I DE;Urbana;Paraná;TOMAZINA
41369530;ZILDA ARNS NEUMANN E EI EF MOD ED ESP;Urbana;Paraná;TRES BARRAS DO PARANA
41369548;SONHO DE CRIANCA C M E I;Urbana;Paraná;TRES BARRAS DO PARANA
41369580;CASA DA AMIZADE C M E I;Urbana;Paraná;MANDAGUARI
41369610;CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ;Urbana;Paraná;ROLANDIA
41369629;ATELIE DA CRIANCA CTRO DE EDUC INF;Urbana;Paraná;MARINGA
41369645;ANJO DA GUARDA CTRO EDUC INF;Urbana;Paraná;MARINGA
41369653;METODISTA CENTRO EDUC INF;Urbana;Paraná;MARINGA
41369670;TEREZA M FERNANDES C M E I PION;Urbana;Paraná;MARINGA
41369688;NOSSA SENHORA APARECIDA CENTRO ED INF;Urbana;Paraná;MARINGA
41369696;LAR ESCOLA BOM SAMARITANO CTRO EDUC INF;Urbana;Paraná;MARINGA
41369700;BOSCO DE MARINGA C D EI EF M;Urbana;Paraná;MARINGA
41369718;MARCO A SCHIAVO C M E I;Urbana;Paraná;PLANALTO
41369742;MARIA SENEK WOSNHAKI C E PROFA EF M;Rural;Paraná;MANDIRITUBA
41369750;CRIANCA ESPERANCA CENTRO MUN DE ED INFANTIL;Urbana;Paraná;CAMPO LARGO
41369769;MONTEIRO LOBATO CENTRO MUN DE ED INF;Urbana;Paraná;CAMPO LARGO
41369777;DIVA FERREIRA REINKE E M EI EF;Urbana;Paraná;CAMPO LARGO
41369785;MARIA RIVABEM CTRO MUL ED INFANTIL;Urbana;Paraná;CAMPO LARGO
41369793;BOLESLAU LIANA CENTRO MUN DE ED INFANTIL;Urbana;Paraná;CAMPO LARGO
41369807;CENTRO MUL DE EDUC INF RUDOLF A M GOHRINGER;Urbana;Paraná;CAMPO LARGO
41369815;CENTRO MUN EDUC INF VICTOR DE ALMEIDA BARBOSA;Urbana;Paraná;CAMPO LARGO
41369823;ODILA PORTUGAL CASTAGNOLI LAR ESCOLA;Urbana;Paraná;CAMPO LARGO
41369831;CRECHE MARIINHA;Urbana;Paraná;CAMPO LARGO
41369840;DEDE MOCELLIN CENTRO MUNI DE ED INFANTIL;Urbana;Paraná;CAMPO LARGO
41369858;SEBASTIAO CARDOSO LEAL C E EF M;Rural;Paraná;CAMPO LARGO
41369866;JOSE RIBAS VIDAL E E EF;Urbana;Paraná;CAMPO LARGO
41369874;DARLEI ADAD C E EF M;Urbana;Paraná;CAMPO LARGO
41369882;CONSTANTINO MAROCHI E E EF;Urbana;Paraná;CAMPO LARGO
41369890;ESCOLA CRIANCACIA;Urbana;Paraná;CAMPO LARGO
41369904;CRECHE ANJO DA GUARDA;Urbana;Paraná;CAMPO LARGO
41369912;MENINO DEUS CENTRO MUM DE ED INFANTIL;Urbana;Paraná;CAMPO LARGO
41369920;MARIA DE JESUS FERREIRA CENTRO MUN DE ED INF;Urbana;Paraná;CAMPO LARGO
41369939;ANJO DA GUARDA C M E I;Urbana;Paraná;DIAMANTE DO SUL
41369947;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA GLACY CAMARGO SECCO;Urbana;Paraná;PONTA GROSSA
41369955;MARIA IMACULADA CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41369971;TIA SUELI CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41369980;AUGUSTO CANTO CENTRO MUL EDUC INFANTIL;Urbana;Paraná;PONTA GROSSA
41369998;CENTRO MUNICIPAL DE EDUCACAO INFANTIL DO NUCLEO SANTA MARTA;Urbana;Paraná;PONTA GROSSA
41370007;CENTRO MUN DE EDUC INF DO JD N S DAS GRACAS;Urbana;Paraná;PONTA GROSSA
41370015;ANA NERI CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41370023;CENTRO DE EDUCACAO INFANTIL PADRE CARLOS ZELESNY;Urbana;Paraná;PONTA GROSSA
41370040;CENTRO MUNICIPAL DE EDUC INF PROFª JULIETA KOPPEN;Urbana;Paraná;PONTA GROSSA
41370066;MARTINHO LUTERO ASSOC CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41370074;NOSSO LAR CASA ASSIST ESPIRITA;Urbana;Paraná;PONTA GROSSA
41370082;CENTRO MUNICIPAL DE EDUCACAO INFANTIL VALDEVINO LOPES;Urbana;Paraná;PONTA GROSSA
41370090;CENTRO MUNICIPAL DE EDUC INF PROF LEOPOLDO LOPES SOBRINHO;Urbana;Paraná;PONTA GROSSA
41370104;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOSE SANTANA;Urbana;Paraná;PONTA GROSSA
41370112;HERCILIA DE VASCONCELOS CENTRO MUL DE EDUC INF;Urbana;Paraná;PONTA GROSSA
41370120;DOM GERALDO MICHELETTO PELLANDA CTRO DE EDUC INF;Urbana;Paraná;PONTA GROSSA
41370139;NOSSA SENHORA DE FATIMA CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41370147;CRECHE NOSSA SENHORA DE LOURDES;Urbana;Paraná;PONTA GROSSA
41370155;ANISIO TEIXEIRA-CTRO MUL EDUC INF;Urbana;Paraná;PONTA GROSSA
41370163;31 DE MARCO CEI;Urbana;Paraná;PONTA GROSSA
41370180;CENTRO DE EDUCACAO INFANTIL ESPERANCA;Urbana;Paraná;CURITIBA
41370198;SANTO ANTONIO CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41370210;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ODETTE COMINATO;Urbana;Paraná;PONTA GROSSA
41370236;CENTRO DE EDUCACAO INFANTIL SAGRADOS CORACOES;Urbana;Paraná;PONTA GROSSA
41370260;CENTRO MUNICIPAL DE EDUCACAO INFANTIL NOSSA SENHORA APARECIDA;Urbana;Paraná;PONTA GROSSA
41370279;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFº MIGUEL ARAO RIBAS DROPA;Urbana;Paraná;PONTA GROSSA
41370287;LAR FELIZ CTRO EDUC INF;Urbana;Paraná;PONTA GROSSA
41370295;CENTRO DE EDUCACAO INFANTIL PAULINA FEDERMANN;Urbana;Paraná;PONTA GROSSA
41370309;SAO FCO DE ASSIS E EI EF MOD ED ESP;Urbana;Paraná;BITURUNA
41370325;CENTRO DE EDUCACAO INFANTIL APOIO VILA VERDE;Urbana;Paraná;CURITIBA
41370341;CENTRO DE EDUCACAO INFANTIL DESAFIO DO SABER;Urbana;Paraná;CURITIBA
41370350;CENTRO MUNICIPAL DE EDUCACAO INFANTIL LUIS PEREIRA CARDOSO;Urbana;Paraná;PONTA GROSSA
41370368;CENTRO MUNICIPAL DE ED INF GERALDO WOYCIECHOWSKI;Urbana;Paraná;PONTA GROSSA
41370376;CENTRO MUNICIPAL DE EDUC INF VOVO ARINDA BORATO;Urbana;Paraná;PONTA GROSSA
41370392;CENTRO MUNICIPAL DE EDUCACAO INFANTIL BAIRRO NOVO;Urbana;Paraná;CURITIBA
41370414;PIMPAO CENTRO EDUC INFANTIL;Urbana;Paraná;CURITIBA
41370422;TIA BILA C M E I;Urbana;Paraná;GUAPIRAMA
41370430;ROSA Z LANDGRAF C M E I;Urbana;Paraná;SANTO ANTONIO DO PARAISO
41370449;PRIMAVERA C M E I;Urbana;Paraná;SERTANEJA
41370457;SAO JUDAS TADEU C M E I;Urbana;Paraná;SERTANEJA
41370465;CANAA C M E I;Urbana;Paraná;COLOMBO
41370473;BRANCA DE NEVE C M E I;Urbana;Paraná;COLOMBO
41370490;EXATA E EI EF;Urbana;Paraná;TELEMACO BORBA
41370511;VINICIUS DE MORAES C M E I;Urbana;Paraná;TELEMACO BORBA
41370538;CORA CORALINA C M E I;Urbana;Paraná;TELEMACO BORBA
41370554;MAE DO PERPETUO SOCORRO E M EI EF;Urbana;Paraná;TELEMACO BORBA
41370562;TARSILA DO AMARAL C M E I;Urbana;Paraná;TELEMACO BORBA
41370570;JOSE PAULO PAES C M E I;Urbana;Paraná;TELEMACO BORBA
41370589;MAMAE MARTA MARGARIDA C M E I;Urbana;Paraná;TELEMACO BORBA
41370597;PILAR MATURANA C E EF M;Urbana;Paraná;CURITIBA
41370627;INEZ VICENTE BOROCZ C E EF M;Urbana;Paraná;CURITIBA
41370635;ECUMENICA JURIL CARNASCIALLI E EF M E E;Urbana;Paraná;CURITIBA
41370651;LUAN MULLER E EI EF MOD ED ESP;Urbana;Paraná;CURITIBA
41370660;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JEQUITIBA;Urbana;Paraná;CURITIBA
41370678;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CACHOEIRA;Urbana;Paraná;CURITIBA
41370686;GIRASSOL C M E I;Urbana;Paraná;COLOMBO
41370694;PETER PAN CENTRO MUN EDUC INF;Urbana;Paraná;COLOMBO
41370708;CANTINHO DO CEU C M E I;Urbana;Paraná;PINHAO
41370716;TIA FELICIDADE C M E I;Urbana;Paraná;PINHAO
41370724;CIPRIANO DE P SANTOS E M PROF EI EF;Rural;Paraná;PINHAO
41370732;AGUA VERDE E M EF;Urbana;Paraná;PINHAO
41370740;TIA CLARINHA C M E I;Urbana;Paraná;PINHAO
41370759;CENTRO DE EDUCACAO INFANTIL PADRE VICENTE MARIANI;Urbana;Paraná;SERTANOPOLIS
41370767;MARIA DE L V MIRANDA C M E I;Urbana;Paraná;RESERVA
41370783;MENINO DEUS DE RONDON C M E I;Urbana;Paraná;RONDON
41370791;FELINDA VOLPON E M EI EF;Urbana;Paraná;SANTA MONICA
41370805;MEU PRIMEIRO PASSO C M E I;Urbana;Paraná;SANTA MONICA
41370813;MAE DE DEUS C M E I;Urbana;Paraná;SANTA MONICA
41370821;CANTINHO DA AMIZADE C M E I;Urbana;Paraná;ASSAI
41370830;PINGO DE GENTE C M E I;Urbana;Paraná;ASSAI
41370848;CRIANCA FELIZ C M E I;Urbana;Paraná;ASSAI
41370856;ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA;Urbana;Paraná;ASSAI
41370864;ELIAS ABRAHAO E M PROF EI ENS FUND;Urbana;Paraná;ASSAI
41370872;LAR DA CRIANCA C M E I;Urbana;Paraná;SANTA HELENA
41370880;PEDACINHO DO CEU C M E I;Urbana;Paraná;SANTA HELENA
41370899;PEQUENO PRINCIPE C M E I;Urbana;Paraná;SANTA HELENA
41370902;MEU CANTINHO C M E I;Urbana;Paraná;SANTA HELENA
41370910;INFANCIA FELIZ C M E I;Urbana;Paraná;SANTA HELENA
41370929;MUNDO DA CRIANCA C M E I;Urbana;Paraná;IMBAU
41370945;CRIANCA FELIZ C M E I;Urbana;Paraná;MATO RICO
41370953;PINGO DE GENTE C M E I;Urbana;Paraná;REALEZA
41370961;EDUCARE E EI EF MOD ED ESP;Urbana;Paraná;MAUA DA SERRA
41370970;PEQUENO PRINCIPE C M E I;Urbana;Paraná;REALEZA
41370988;CRIANCA FELIZ C M E I;Urbana;Paraná;PARANACITY
41370996;MARIA FERRATO C M E I;Urbana;Paraná;PARANACITY
41371003;FERNANDO F MORESCO C M E I;Urbana;Paraná;PRANCHITA
41371011;PINGO DE GENTE CRECHE;Urbana;Paraná;MARIALVA
41371020;DOLORES C VILLA VERDE C M E I;Urbana;Paraná;MARIALVA
41371046;CENTRO SOCIAL COMUNITARIO MADRE RAFAELA YBARRA;Urbana;Paraná;MARIALVA
41371054;NEW LIFE E EI EF;Urbana;Paraná;MARIALVA
41371062;MASTER C ED INF ENS FUND MEDIO;Urbana;Paraná;MARIALVA
41371070;PEQUENO P DE RIO BONITO C M E I;Urbana;Paraná;FRANCISCO ALVES
41371089;NOSSA SRA APARECIDA C M E I;Urbana;Paraná;FRANCISCO ALVES
41371097;SAO JOSE C M E I;Urbana;Paraná;SAO JOSE DAS PALMEIRAS
41371100;JOAO PAULO II C M E I;Urbana;Paraná;RIO BOM
41371119;MONTEIRO LOBATO E M EF;Urbana;Paraná;RIO BOM
41371127;CRECHE MUNICIPAL SANTO ANTONIO;Urbana;Paraná;RIO BOM
41371135;MOISES BARBOSA DA SILVA C M E I;Urbana;Paraná;MOREIRA SALES
41371143;ALBERTO M PIEROBON C M E I PE;Urbana;Paraná;MOREIRA SALES
41371151;LEONILDA O PRADO E M PROFA EF;Urbana;Paraná;MOREIRA SALES
41371160;PEQUENO PRINCIPE C M E I;Urbana;Paraná;MOREIRA SALES
41371178;ARNO MIGUEL LONGO E PE EI EF MOD ED ESP;Urbana;Paraná;IVAI
41371186;CASINHA FELIZ CEN MUN EDUC INF;Urbana;Paraná;CRUZEIRO DO OESTE
41371208;ESCOLA MUNDO ENCANTADO - EI-EF;Urbana;Paraná;CRUZEIRO DO OESTE
41371216;ESCOLA SAN RAPHAEL - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Paraná;PAICANDU
41371224;PINGO DE GENTE C M E I;Urbana;Paraná;ARIRANHA DO IVAI
41371232;PEQUENA AGUIA E M EI EF;Urbana;Paraná;PALMAS
41371240;MENINO JESUS C M E I;Urbana;Paraná;PEROLA
41371259;PEQUENO PRINCIPE C M E I;Urbana;Paraná;IRETAMA
41371267;FAVOS DE MEL E EI EF MOD ED ESP;Urbana;Paraná;IRETAMA
41371275;PEQUENO CIDADAO CENTRO MUNICIPAL DE EDUCACAO INFANTIL;Urbana;Paraná;PALOTINA
41371283;CASULO CRECHE MUL - VILA FLORESTA;Rural;Paraná;PALOTINA
41371291;ESTHER BEGHI PINAFO C E I;Urbana;Paraná;SANTA MARIANA
41371305;ESCOLA DE TAPEJARA - EIEF;Urbana;Paraná;TAPEJARA
41371321;ARTHUR SERAFIM MARQUES E M EF;Urbana;Paraná;RANCHO ALEGRE
41371348;CRIANCA FELIZ C M E I;Urbana;Paraná;BRASILANDIA DO SUL
41371356;PRE-ESCOLA JARDIM FELIZ;Urbana;Paraná;BRASILANDIA DO SUL
41371364;DEDINHO VERDE CENTRO MUNICIPAL EDUC INF;Urbana;Paraná;OURO VERDE DO OESTE
41371372;CANTINHO FELIZ C M E I;Urbana;Paraná;IBIPORA
41371380;DOZOLINA T TROIAN C M E I;Urbana;Paraná;NOVA LONDRINA
41371399;ALBERTO SPIACI CENTRO MUN EDUC INF;Urbana;Paraná;IBIPORA
41371402;ANTONIO R QUINTILIANO E EI EF MOD E ESP;Urbana;Paraná;NOVO ITACOLOMI
41371410;PINGO DE GENTE C M E I;Urbana;Paraná;NOVA LONDRINA
41371429;MARIA CRISTINA A P WOSNY C M E I PROFA;Urbana;Paraná;IBIPORA
41371437;DULCE C M E I IR;Urbana;Paraná;NOVO ITACOLOMI
41371445;MAEZINHA DO CEU C M E I;Urbana;Paraná;IBIPORA
41371453;ARACY SALINET VIEIRA C M E I PROFA;Urbana;Paraná;IBIPORA
41371461;BARBARA DE OLIVEIRA C M E I PROFA;Urbana;Paraná;IBIPORA
41371470;IDALINA S S DOS SANTOS C M E I PROFA;Urbana;Paraná;IBIPORA
41371488;PEQUENO PRINCIPE C M E I;Urbana;Paraná;IGUATU
41371496;CARINHO MATERNO C M E I;Urbana;Paraná;IBIPORA
41371500;PRECIOSO TESOURO C M E I;Urbana;Paraná;IBIPORA
41371518;RECANTO DOS BAIXINHOS C M E I;Urbana;Paraná;IBIPORA
41371534;PAULO FREIRE E M EF;Urbana;Paraná;CIDADE GAUCHA
41371542;LEONICE MARTINS HIRSH C M E I;Urbana;Paraná;UNIAO DA VITORIA
41371550;MARIO RIESEMBERG C M E I;Urbana;Paraná;UNIAO DA VITORIA
41371569;ESTELA VENANCIO CAUS C M E I;Urbana;Paraná;UNIAO DA VITORIA
41371577;M IRENE ARAUJO ALVES C M E I;Urbana;Paraná;CANDOI
41371585;RENASCER E EI EF MOD ED ESP;Urbana;Paraná;CANDOI
41371607;PEQUENO PRINCIPE - C M E I;Urbana;Paraná;UNIFLOR
41371615;MARIA BUZINARO SAVOLDI C M E I;Urbana;Paraná;OURIZONA
41371623;SITIO DO PICA PAU AMARELO C M E I;Urbana;Paraná;FLORIDA
41371631;MENINO JESUS I C M E I;Urbana;Paraná;ATALAIA
41371640;MENINO JESUS C M E I;Urbana;Paraná;ITAGUAJE
41371658;PINGO DE GENTE C M E I;Urbana;Paraná;FORMOSA DO OESTE
41371666;MANOEL R DA SILVA E M PROF EF;Urbana;Paraná;SANTA ISABEL DO IVAI
41371674;HORACIO B DE OLIVEIRA E M EI EF;Urbana;Paraná;SANTA ISABEL DO IVAI
41371682;ARCO IRIS C M E I;Urbana;Paraná;CEU AZUL
41371690;SANTA CLARA C M E I;Urbana;Paraná;CEU AZUL
41371704;ROSALIA MOTTER C M E I;Urbana;Paraná;CAFELANDIA
41371712;DINAMICA C ED INF ENS FUND MEDIO;Urbana;Paraná;CAFELANDIA
41371720;MINA ANTUNES RIBEIRO C M E I;Urbana;Paraná;ROSARIO DO IVAI
41371739;ROSARIO DO IVAI E EI EF MOD ED ESP;Urbana;Paraná;ROSARIO DO IVAI
41371755;COL OPET ED INF ENS FUND MEDIO E PROFISSIONAL;Urbana;Paraná;CURITIBA
41371763;JOSE TEODORO DIAS C M E I;Urbana;Paraná;BRAGANEY
41371771;AMIGUINHOS DE JESUS C M E I;Rural;Paraná;BRAGANEY
41371780;BALAO MAGICO C M E I;Urbana;Paraná;BRAGANEY
41371798;PEIXINHO FELIZ - CEI;Urbana;Paraná;PORTO AMAZONAS
41371801;EVELINE CASSI MENDES CASSINHA C M E I;Urbana;Paraná;PORTO AMAZONAS
41371810;VITORIA S BARBON C M E I;Urbana;Paraná;ALTO PARANA
41371828;JAQUELINE B DE PAULA C M E I;Urbana;Paraná;PINHAIS
41371836;DEDO MAGICO C M E I;Urbana;Paraná;PINHAIS
41371844;MARIA J VASCONCELOS C M E I;Urbana;Paraná;ALTO PARANA
41371852;HELENA KOLODY C M E I;Urbana;Paraná;PINHAIS
41371860;SANTA ROSA C M E I;Urbana;Paraná;PITANGA
41371879;NOSSA SRA DO PERPETUO SOCORRO C M E I;Urbana;Paraná;PINHAIS
41371887;ELSA LERNER C M E I;Urbana;Paraná;PITANGA
41371909;ANTONIETA RECHIN LANDGRAF C M E I;Urbana;Paraná;PITANGA
41371917;SANTA IZABEL C M E I;Urbana;Paraná;PITANGA
41371933;ESCOLA BELTRONENSE EDUC INF E ENS FUND;Urbana;Paraná;FRANCISCO BELTRAO
41371941;VOO LIVRE CTRO DE ED INF;Urbana;Paraná;APUCARANA
41371950;MENINO DEUS LTDA CENTRO DE EDUC INF;Urbana;Paraná;CAMBE
41371968;PILARES E EI EF;Urbana;Paraná;LONDRINA
41371976;CENTRO DE EDUCACAO INFANTIL PEQUENO BABY;Urbana;Paraná;LONDRINA
41371984;CANTINHO DO CEU PRE ESCOLA;Urbana;Paraná;APUCARANA
41372000;CENTRO DE EDUCACAO INFANTIL AVANCAR;Urbana;Paraná;LONDRINA
